"specialty_key","city_key","city_name","name","kind","source_popularity_score","description","primary_image_url","gallery_json","source_url","imported_at","content_status"
"isparta-kelem--lahana--sarmasi","isparta","Isparta","KELEM (LAHANA) SARMASI","","140","Kelem Sarması Malzemeleri Nelerdir (6-8 Kişilik) 1 adet orta boy lahana 2 su bardağı bulgur 250 g kıyma 1 demet maydanoz 2 çorba kaşığı salça 1 çay bardağı sıvı yağ 1 tatlı kaşığı kuru nane 1 çay kaşığı karabiber 1 çay kaşığı kimyon Tuz Su Kelem Sarması Nasıl Yapılır Bulgur, geniş bir kapta sıcak suyla şişirilir. İçerisine kıyma, maydanoz, kuru nane, karabiber, yağ, kimyon, salça ve tuz eklenip iyice karıştırılarak birbiriyle özleştirilir. Orta boy lahananın yaprakları ayrılarak, mevsimine göre 1-2 gün serilip buruşturulur. Daha sonra kaynamakta olan sıcak suda bir taşım kaynatılarak haşlanır, suyu süzdürülen lahana yaprakları, ortasındaki damardan parçalara ayrılır. Daha önceden hazırlanan iç malzemeyle sarma gibi dolanarak sıkılır ya da muska şeklinde sarılır ve tencereye dizilir. Üzerine yağla kavrulmuş bir kaşık salça, tuz ve yeterli miktarda suyu eklenerek ateşe konulur. Piştikten sonra dinlendirilerek servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü Isparta Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180319093157619_Kelem (Lahana) Sarmasi.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180319093157619_Kelem (Lahana) Sarmasi.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/18112015/f150a3b1-d9c1-4536-ac46-5f938d270bb0.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180720135623058_20180321135822340_Gullac4.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/25022013/cae83b71-f11b-419e-a146-80fe395cd598.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/kelem--lahana--sarmasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-uzum-hosafi-1","isparta","Isparta","ÜZÜM HOŞAFI","","140","Üzüm Hoşafı Malzemeleri Nelerdir 4-6 Kişilik &ndash; Pişirme Süresi: 20-25 dakika 2 su bardağı kuru üzüm 6 su bardağı su 1 su bardağı toz şeker veya pekmez 6-7 adet Karanfil Üzüm Hoşafı Nasıl Yapılır Kuru üzümler tencerede yıkanarak süzülür. Derin bir tencerede su ile beraber haşlanır. Haşlanmasının sonuna doğru içine pekmez veya şeker konulup, suyun içinde erimeleri sağlanır. İçine karanfiller atılır. 10 dakika daha şeker veya pekmez ile kaynatılır. Soğuduktan sonra k&acirc;selerle servise sunulur. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180328164602943_Uzum Hosafi.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180328164602943_Uzum Hosafi.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190702153530999_GOZLEME.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26082013/f9d8c100-962b-4158-95d8-4fe3b13860d8.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315141717045_DSC_0485.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/uzum-hosafi-1","2026-09-18T15:23:28.039Z","source_imported"
"isparta-kulur","isparta","Isparta","KÜLÜR","","140","Külür Malzemeleri Nelerdir 10-12 Kişilik - Hazırlama Süresi: 15 dakika - Pişirme Süresi: 50 dakika 1 kg mısır unu 1 su bardağı un Tuz Aldığı kadar su 1 su bardağı haşhaş ezmesi 1 çay bardağı sıvı yağ Külür Nasıl Yapılır Mısır unu geniş bir kap içine elenip, un ve bir çay kaşığı tuz katılıp ılık suyla yoğrularak hamur haline getirilir. Elle biraz açılarak üzerine yağ ile karıştırılmış ezilmiş haşhaş sürülür. Ekmek şekli verilerek iki sac arasına yerleştirilip, kül üzerinde pişirilir. Pişen ekmek sıcak olarak servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180328144954754_Kulur.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180328144954754_Kulur.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180328144954754_Kulur.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26022013/51416299-6598-4a78-9501-3f9260f9a3a7.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190529120352829_Patlicanli.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/kulur","2026-09-18T15:23:28.039Z","source_imported"
"isparta-ceviz-helvasi","isparta","Isparta","CEVİZ HELVASI","","140","Ceviz Helvası Malzemeleri Nelerdir 10-12 Kişilik &ndash; Hazırlama Süresi: 3-5 dakika &ndash; Pişirme Süresi: 15 dakika 2 su bardağı dövülmüş ceviz 2 çorba kaşığı un 2 su bardağı pekmez 1 su bardağı su Ceviz Helvası Nasıl Yapılır Tencere içine ceviz, un, pekmez, su katılıp, ateş üzerine konularak kaynayıncaya kadar sürekli karıştırılır. Muhallebiden biraz daha katı kıvamına gelince ocaktan indirilip tepsiye dökülerek kaşıkla yayılır. Tepsiye helvanın yapışmaması için tepsinin tabanına pudra şekeri serpilir. Donması için, yaklaşık bir saat kadar bekletilerek dilim halinde kesilerek servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180321133242835_Ceviz Helvasi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180321133242835_Ceviz Helvasi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170220024552412_2.png?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/10012013/1739b1e6-426b-4726-b4aa-7d61f36d225c.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20231121085632084_Curutme.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/ceviz-helvasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-gol-levregi","isparta","Isparta","GÖL LEVREĞİ","","140","Göl Levreği Malzemeleri Nelerdir Tek Kişilik &ndash; Pişirme Süresi: 5 dakika 1 adet göl levreği 1 su bardağı un 1 çay kaşığı yaş maya 1 çay kaşığı salça Tuz Su Sıvı yağ (kızartmak için) Göl Levreği Nasıl Yapılır Temizlenen levrek yıkanır, kılçığı çıkartılır. Diğer tarafta un, tuz, yaş maya ve su ile bulamaç hazırlanır. Renk vermesi için bulamaca az miktarda salça katılır. Levrek bulamaca batırılarak kızgın yağ içerisinde kızartılır. Yeşil salata eşliğinde sıcak servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315133840518_Gol Levregi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315133840518_Gol Levregi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170607152715612_Dondurme.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/13042015/94463f95-69a3-4165-ae2c-b1f3a93f97c6.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20260313094445766__DSC2530.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/gol-levregi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-kurutulmus-asma-yapragi","isparta","Isparta","KURUTULMUŞ ASMA YAPRAĞI","","140","Kurutulmuş Asma Yaprağı Malzemeleri Nelerdir Taze Yeşil Asma Yaprağı Kurutulmuş Asma Yaprağı Nasıl Yapılır Bahar aylarında yetişen taze asma yaprakları toplanarak sap kısımları 3 veya 4 mm kalıncaya kadar kesilerek demet yapılır. İlk yöntem üç veya dört yaprak alınarak tüylü kısmı içerde kalacak şekilde rulo olarak kıvrılır, ipe geçirilir, 1 hafta kadar gölgede kurutulur böylece kış için hazır hale getirilir. Diğer yöntem ise ikili veya üçlü olacak şekilde ikiye katlanarak tam ortasından iğneyle ipe geçirilir ipe dizilen yapraklar, gölgelik ve havadar bir yere veya balkona gerdirilerek bağlanıp kurutulur. Kuruyan yapraklar serin yerlere asılarak saklanır. Kurutulmuş yaprak, sarılmadan önce 3-5 dakika kaynar suda bekletilir. İpiyle alınıp suyunun akması beklenir. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü Isparta Geleneksel Mutfak","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180402104446356_Kurutulmus Asma Yapragi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180402104446356_Kurutulmus Asma Yapragi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/07032013/7b66edc4-e40e-44d8-8a9b-057efa9ad466.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/28082013/1fb3c106-2906-451b-8bcd-c64309b47313.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/10012013/940d41b5-c17a-4705-84d2-15fe59e8de76.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/kurutulmus-asma-yapragi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-kesmik-baklavasi","isparta","Isparta","KESMİK BAKLAVASI","","140","Kesmik Baklavası Malzemeleri Nelerdir 10-12 Kişilik &ndash; Hazırlama Süresi: 1 &ndash; 1,5 saat &ndash; Pişirme Süresi: 40 dakika Hamuru için: 2 su bardağı süt 1 su bardağı sıvı yağ 1 fincan sirke 2 yumurta 1 fiske tuz Un İçi için: 5 litre süt 2 su bardağı yoğurt suyu 1 çorba kaşığı un 1 çay bardağı toz şeker Şerbeti için: 2,5 kg Toz Şeker 2 Litre Su 1 Adet Limon Kesmik Baklavası Nasıl Yapılır Kesmiğin hazırlanması; Süt, geniş bir tencerenin içine süzgeçle süzülerek ateşe konulur ve kabarmaya başlayınca, yoğurt suyuyla ayran kıvamına getirilir. Un katılarak bir kere karıştırılır. Yaklaşık beş dakika kadar kaynatıldıktan sonra kesilen süt ateşten alınarak soğumaya bırakılır. Süzgeç içerisine temiz tül parçası konulur ve soğuyan kesmik dökülerek suyu süzdürülür. Oluşan kesmiğin içine bir çay bardağı kadar şeker karıştırılır. Yapılacak baklavanın ortasına koymak için, avuç içinde ceviz büyüklüğünde toplar yapılarak başka bir tepsiye dizilir ve hazır hale getirilir. Hamurunun yapılması; Süt, yağ, sirke, yumurta ve tuz çırpılıp, içerisine aldığı kadar un konularak kulak memesi yumuşaklığında hamur yoğrulur. Baklava yufkalarının daha iyi açılması için, hamuru akşamdan yoğrularak dinlendirilir. Hamurdan (yedi altına yedi üstüne döşenecek kadar) on dört adet küçük beze yapılarak, yumuşak kalması için oklava üzerinde biraz buruşturularak yağlanmış baklava sinisine döşenir. Üzerine önceden hazırlanmış kesmikler orantılı olarak, dizi halinde yerleştirilir. Kalan yedi bezeden açılan yuf","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180326154719047_Kesmik Baklavasi (2).JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180326154719047_Kesmik Baklavasi (2).JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26022013/1a4d0a53-9528-4c7f-8282-9e28aa26f9e4.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/28012013/fe7d7b32-d772-445f-af55-5a8d3df4b838.png?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170214163026961_cekme_helvacikolata.png?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/kesmik-baklavasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-sekerleme","isparta","Isparta","ŞEKERLEME","","140","Şekerleme Malzemeleri Nelerdir 10-12 Kişilik &ndash; Hazırlama Süresi: 1 saat &ndash; Pişirme Süresi: 30 dakika 1 çay bardağı pudra şekeri 1 çay bardağı sıvı yağ 7-8 çay bardağı un 1 su bardağı yoğurt 1 tatlı kaşığı karbonat 1 yumurta Dövülmüş ceviz Tarçın Toz şeker Şekerleme Nasıl Yapılır Pudra şekeri, sıvı yağ, un, yoğurt, karbonat ve yumurta karıştırılarak yoğrulur. Yoğrulan hamur küçük daireler şeklinde açılıp içine ezilmiş ceviz, tarçın ve toz şeker konularak kenarları kapatılır. Tepsiye döşenerek fırında pembeleşinceye kadar pişirilir. Üzerine pudra şekeri serpilerek servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180327101007187_Sekerleme.jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180327101007187_Sekerleme.jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180327101007187_Sekerleme.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/07032013/14e7360d-eaa8-4ff7-a6e7-f9298f1129c6.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190508115029358_tereyagliuzunpakla.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/sekerleme","2026-09-18T15:23:28.039Z","source_imported"
"isparta-elmali-kurabiye","isparta","Isparta","ELMALI KURABİYE","","140","Elmalı Kurabiye Malzemeleri Nelerdir 10-12 Kişilik &ndash; Pişirme Süresi: 25-30 dakika 1 paket margarin (oda sıcaklığında) 3 su bardağı un 2,5 çorba kaşığı yoğurt 1 su bardağı pudra şekeri 1 paket kabartma tozu 2 kahve fincanı toz şeker 1 kahve fincanı çekilmiş ceviz 1 tatlı kaşığı tarçın 3 adet orta boy elma Elma Kurabiyesi Nasıl Yapılır Elmaların kabukları soyulduktan sonra, çekirdek kısımları çıkartılıp rendelenir. Bir tencereye elmalar ve şeker konularak, orta ateşte marmelat halini alana kadar yaklaşık 10-15 dakika pişirilir. Piştikten sonra ceviz ve tarçın eklenip karıştırılarak, soğumaya bırakılır. Hamur kabının içerisine un ve kabartma tozu elenir. Ortasına bir boşluk bırakılarak havuz gibi açılır. Oda sıcaklığındaki margarin, yoğurt ve pudra şekerinin yarısı unun ortasına ilave edilerek hamur yoğrulur. Hamur merdane yardımıyla yarım cm kalınlığında açılır, küçük üçgen parçalar kesilerek kalın kenarına hazırlanan elmalı harçtan 1 tatlı kaşığı kadar konulup kalın sigara böreği şeklinde sarılır. Yağlanmış fırın tepsisine 3 parmak aralıklarla yerleştirilir. Önceden ısıtılmış 180 derecelik fırında yaklaşık 25-30 dakika kurabiyeler altın sarısı renk alana kadar pişirilir. Pişen kurabiyelerin üzerine pudra şekeri serpilip soğuk olarak servis edilir. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180403154234911_Elmali Kurabiye.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180403154234911_Elmali Kurabiye.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/27022013/c0121865-9c05-4a68-8aec-8c019beb2cfb.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/22022013/d4b66fff-7f88-4308-a8a1-d904b2bf2f8d.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170213093626776_belgin_ozdinc_001.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/elmali-kurabiye","2026-09-18T15:23:28.039Z","source_imported"
"isparta-bamya-yemegi","isparta","Isparta","BAMYA YEMEĞİ","","140","Bamya Yemeği Malzemeleri Nelerdir (6-8 Kişilik) Pişirme Süresi: 30 dakika 500 g taze bamya ya da 200 g kurutulmuş bamya 250 g kuşbaşı et 2 adet orta boy kuru soğan 2 adet domates 2 adet sivri biber 2 salkım koruk ya da yarım limon suyu 1 çay bardağı sıvı yağ 1 çorba kaşığı tereyağı Su Bamya Yemeği Nasıl Yapılır Tencerede kuşbaşı etler sıvı yağda sotelenir. İçine tereyağı ilave edilir. Soğanlar ve biberler ince ince doğranıp tencereye eklenerek pembeleşinceye kadar pişirilir. Domateslerin kabuğu soyulup rendelendikten sonra karışıma ilave edilir. Karışımın üzerine çıkacak şekilde su ve limon suyu veya koruk suyu ilave edilir. Kısık ateşte kaynamaya bırakılır. Eğer bamya kurutulmuş ise ayrı bir tencerede haşlanıp suyu süzülerek kaynayan suya ilave edilir. Bamya taze ise tencereye doğrudan konulur. Tencerenin ağzı kapatılarak yaklaşık 30 dakika pişirilir. İsteğe bağlı olarak iki diş sarımsak katılabilir. Koruk suyu bulunmadığı zaman limon tuzu da kullanılabilir. Tencerenin ateşi söndürüldükten sonra hemen ocaktan indirilmez. 5-10 dakika buharı ile bekletilir. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315140758174_Bamya Yemegi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315140758174_Bamya Yemegi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20171101111053169_kaygana.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/11042013/3350ff50-8278-4ddb-8a94-668363083df2.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/15122014/dd194250-c410-4cd0-a7ca-331843bacc2f.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/bamya-yemegi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-hashas-helvasi","isparta","Isparta","HAŞHAŞ HELVASI","","140","Haşhaş Helvası Malzemeleri Nelerdir 10-12 Kişilik &ndash; Pişirme Süresi: 30 dakika 500 gr ezilmiş haşhaş 3 çorba kaşığı tereyağı 1 litre pekmez 2 veya 3 çorba kaşığı un Haşhaş Helvası Nasıl Yapılır Bir tavada ısıtılan yağın üzerine pekmez dökülerek kaynatılır. Kaynamakta olan pekmezin içine haşhaş ve un ilave edilerek tahta kaşıkla sürekli karıştırılır. İyice koyulaşıp katı kıvama gelince ocaktan alınarak karıştırılmaya devam edilir. İsteğe göre sıcak veya soğuk olarak yenilir. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180326114302665_Hashas Helvasi (2).JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180326114302665_Hashas Helvasi (2).JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190508151308218_perohi.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/23022013/a9c8cc2f-e7f7-4920-bc8c-34c68a3bb909.JPG?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/hashas-helvasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-hashasli-katmer","isparta","Isparta","HAŞHAŞLI KATMER","","140","Haşhaşlı Katmer Malzemeleri Nelerdir 4 Kişilik &ndash; Hazırlama Süresi: 1 saat &ndash; Pişirme Süresi: 30 dakika 1,5 kg un Yarım çorba kaşığı tuz Aldığı kadar ılık su 1 orta boy kase kavrulmuş ezilmiş haşhaş 1 su bardağı sıvı yağ Hamur mayası Haşhaşlı Katmer Nasıl Yapılır Un ile su hamur haline getirilir. İsteğe bağlı olarak hamur mayası da katılabilir. Başka bir kapta haşhaş ile sıvı yağ karıştırılır. Parçalara ayrılan hamur tek tek oklava veya merdane ile büyükçe açılır, haşhaş her tarafına eşit dağıtılacak şekilde sürülür. Rulo haline getirilen haşhaşlı hamur sac veya tavada üzeri yağlanarak kızarıncaya kadar kısık ateşte pişirilir. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180327141611093_Hashasli Katmer.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180327141611093_Hashasli Katmer.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190515115235897_Cilbir.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26022013/51416299-6598-4a78-9501-3f9260f9a3a7.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/uploads/kirsehir-yemekleri-23.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/hashasli-katmer","2026-09-18T15:23:28.039Z","source_imported"
"isparta-keklik-kizartmasi","isparta","Isparta","KEKLİK KIZARTMASI","","140","Keklik Kızartması Malzemeleri Nelerdir 6-8 Kişilik &ndash; Pişirme Süresi: 50 dakika 8 adet keklik 1 çay bardağı sıvı yağ Karabiber Tuz Keklik Kızartması Nasıl Yapılır Keklikler temizlenir, tüylerinden arındırılır. Kalan ince tüyleri ateşte ütülerek, yıkanıp kurulanır. Ortalarından ikiye kesilip içi temizlenerek tekrar yıkanır. Temizlenmiş kekliklerin incikleri karınlarına sokularak tuz ve karabiber ile ovulur. Yağlanmış tepsiye dizilen keklikler orta ateşli fırında kendi suyu ile ıslatılıp kızartılır. Sıcak olarak tabaklarda pilav eşliğinde servis yapılır. Kaynak: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315115252805_Keklik Kizartmasi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315115252805_Keklik Kizartmasi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20170511142048343_ED7A3510.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190520135743338_Resim1.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/keklik-kizartmasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-keklik-corbasi","isparta","Isparta","KEKLİK ÇORBASI","","140","Keklik Çorbası Malzemeleri Nelerdir 4-6 Kişilik &ndash; Pişirme Süresi: 20 dakika 1 K&acirc;se haşlanıp didilmiş keklik eti 1 çay bardağı tel şehriye 1 çorba kaşığı un 1 Çorba Kaşığı Biber Salçası 2 çorba kaşığı sıvı yağ Tuz 5 su bardağı haşlanan etin suyu Keklik Çorbası Nasıl Yapılır Keklik eti bir tencere içerisinde haşlanıp, didilerek parçalara ayrılır. Suyu süzülerek bekletilir. Un, 1 çorba kaşığı sıvı yağda kavrulduktan sonra, süzülen et suyu ve şehriye üzerine ilave edilir. Şehriyeler pişerken didilmiş keklik eti ve tuz eklenir. Üzerine kızdırılmış salçalı yağ dökülerek sıcak servis yapılır. Kaynakça: Isparta İl Kültür ve Turizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180313142345860_zeliha alav (29).jpg?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180313142345860_zeliha alav (29).jpg?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/26022013/1a4d0a53-9528-4c7f-8282-9e28aa26f9e4.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20190923150921285_alacatene.jpg?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/21022013/4d81dfd3-0f74-4dc7-914b-5dd75f7d5af3.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/keklik-corbasi","2026-09-18T15:23:28.039Z","source_imported"
"isparta-sazan-yahnisi","isparta","Isparta","SAZAN YAHNİSİ","","140","Sazan Yahnisi Malzemeleri Nelerdir 6-8 Kişilik &ndash; Pişirme Süresi: 25 dakika 3 - 3,5 kg ağırlığında sazan balığı 2 adet kuru soğan 1 çorba kaşığı salça 1 çorba kaşığı sirke 3 çorba kaşığı zeytinyağı Nane Limon Tuz Sazan Yahnisi Nasıl Yapılır Sazan balığı temizlenir, iyice yıkandıktan sonra kurulanır, parçalara ayrılır. 2-3 dakika sıcak suda bekletilir. Diğer tarafta soğan doğranıp zeytinyağında kavrulur. Salça konularak kavrulmaya devam edilir. Parçalanmış balıklar sudan alınıp kavrulmuş soğan ve salçanın üzerine eklenir. Üzerini geçecek kadar sıcak su, tuz ve 1 kaşık sirke ilave edilir. 10-15 dakika ocakta pişirildikten sonra üzerine isteğe göre kuru nane ve limon suyu konularak servis yapılır. Kaynak: Isparta İl Kültür veTurizm Müdürlüğü","https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315132325546_Sazan Yahnisi.JPG?format=jpg&quality=50","[""https://www.kulturportali.gov.tr/repoKulturPortali/large/SehirRehberi//TurkMutfagi/20180315132325546_Sazan Yahnisi.JPG?format=jpg&quality=50"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/19022013/459f63a6-b6d9-4506-af8d-a8cadd042cdf.JPG?format=jpg&quality=85"",""https://www.kulturportali.gov.tr/repoKulturPortali/large/04022013/4f436a4b-b30e-4cfe-89c4-f5e93edc2a05.jpg?format=jpg&quality=85""]","https://www.kulturportali.gov.tr/turkiye/isparta/neyenir/sazan-yahnisi","2026-09-18T15:23:28.039Z","source_imported"
